date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016-07-27,9,998.7,1003.4,240,2.8,38.2,42,0
2016-07-27,10,999.6,1004.33333333,205,2.4,35.9666666667,46.3333333333,0
2016-07-27,11,1000.12222222,1004.87777778,191.222222222,2.1777777778,34.4,49.5555555556,0
2016-07-27,12,1001.4,1006.2,135,1.6,31.5,55,0
2016-07-27,13,1001.16666667,1005.96666667,163.666666667,1.7333333333,31.2666666667,56,0
2016-07-27,14,1001.05555556,1005.84444444,189.444444444,1.7,31.0333333333,57.8888888889,0
2016-07-27,15,1000.7,1005.5,221,2,30.8,58,0
2016-07-27,16,1000.83333333,1005.6,241,1.6333333333,30.5666666667,61.6666666667,0
2016-07-27,17,1000.92222222,1005.67777778,247.777777778,1.4444444444,30.3444444444,64.7777777778,0
2016-07-27,18,1001.1,1005.8,281,0.9,30.1,69,0
2016-07-27,19,1001.1,1005.83333333,261.333333333,1.0666666667,29.9,71,0
2016-07-27,20,1001.18888889,1005.94444444,250.444444444,1.2111111111,30.0333333333,71.7777777778,0
2016-07-27,21,1001.1,1005.9,222,1.4,29.5,75,0
2016-07-27,22,1001.36666667,1006.16666667,228.666666667,1.5,30.3,73.3333333333,0
2016-07-27,23,1001.5,1006.3,229.111111111,1.5333333333,31.3666666667,70.5555555556,0
2016-07-28,0,1001.9,1006.7,242,1.7,31.9,70,0
2016-07-28,1,1001.76666667,1006.56666667,230,1.6,33.5,65,0
2016-07-28,2,1001.54444444,1006.33333333,221.555555556,1.7444444444,34.7777777778,60.3333333333,0
2016-07-28,3,1001.5,1006.3,206,1.4,36.7,55,0
2016-07-28,4,1001.1,1005.86666667,204.666666667,2.0333333333,37.3333333333,51,0
2016-07-28,5,1000.76666667,1005.52222222,195.555555556,2.3111111111,37.6888888889,48.4444444444,0
2016-07-28,6,1000.3,1005,202,3.3,38.6,43,0
2016-07-28,7,1000.1,1004.83333333,177.333333333,2.8666666667,38.4,43.3333333333,0
2016-07-28,8,1000.04444444,1004.8,161.666666667,2.5444444444,37.9,44.6666666667,0
2016-07-28,9,999.7,1004.5,128,2,38,44,0
2016-07-28,10,999.933333333,1004.73333333,130.333333333,1.9,36.9,47.3333333333,0
2016-07-28,11,1000.21111111,1005,135.666666667,1.8444444444,36.0333333333,50,0
2016-07-28,12,1000.4,1005.2,135,1.7,34.7,54,0
2016-07-28,13,1000.76666667,1005.53333333,146.333333333,1.7333333333,34.3,55.3333333333,0
2016-07-28,14,1000.98888889,1005.73333333,160.444444444,1.8555555556,33.7222222222,57.5555555556,0
2016-07-28,15,1001.5,1006.2,169,1.8,33.5,58,0
2016-07-28,16,1001.43333333,1006.13333333,188.666666667,2.1,32.5666666667,62,0
2016-07-28,17,1001.4,1006.11111111,200.888888889,2.2,31.8222222222,64.8888888889,0
2016-07-28,18,1001.3,1006,228,2.7,30.7,70,0
2016-07-28,19,1001.33333333,1006.06666667,225.333333333,2.4,30.3333333333,70.6666666667,0
2016-07-28,20,1001.52222222,1006.27777778,223.111111111,2.2666666667,30.3444444444,70.3333333333,0
2016-07-28,21,1001.4,1006.2,220,1.8,29.6,72,0
2016-07-28,22,1001.9,1006.7,218.666666667,2,30.3666666667,69.6666666667,0
2016-07-28,23,1002.21111111,1007,227.111111111,2.1222222222,31.3666666667,66.3333333333,0
2016-07-29,0,1002.9,1007.7,216,2.4,31.9,65,0
2016-07-29,1,1002.83333333,1007.6,244,2.3666666667,33.3666666667,59.6666666667,0
2016-07-29,2,1002.6,1007.34444444,232.333333333,2.3555555556,34.5666666667,55.4444444444,0
2016-07-29,3,1002.7,1007.4,300,2.3,36.3,49,0
2016-07-29,4,1002.13333333,1006.83333333,209,2.3333333333,36.9666666667,47,0
2016-07-29,5,1001.67777778,1006.38888889,154.444444444,2.6888888889,37.3777777778,45.7777777778,0
2016-07-29,6,1001,1005.7,27,2.4,38.3,43,0
2016-07-29,7,1000.76666667,1005.5,45.3333333333,3.4,38.2,43.3333333333,0
2016-07-29,8,1000.76666667,1005.52222222,59.3333333333,3.7222222222,37.7111111111,45,0
2016-07-29,9,1000.3,1005.1,82,5.4,38,44,0
2016-07-29,10,1000.76666667,1005.56666667,87.3333333333,4.3666666667,36.7333333333,48.3333333333,0
2016-07-29,11,1001.13333333,1005.93333333,100.444444444,3.5888888889,35.7333333333,51.8888888889,0
2016-07-29,12,1001.7,1006.5,98,2.3,34.2,57,0
2016-07-29,13,1001.86666667,1006.66666667,126.666666667,2.0333333333,33.7333333333,59,0
2016-07-29,14,1001.9,1006.68888889,150.888888889,1.7888888889,33.2111111111,61.2222222222,0
2016-07-29,15,1002.2,1007,184,1.5,32.8,63,0
2016-07-29,16,1001.96666667,1006.73333333,199.333333333,1.3,32.1666666667,65.6666666667,0
2016-07-29,17,1001.87777778,1006.63333333,208.666666667,1.2333333333,31.5666666667,68.1111111111,0
2016-07-29,18,1001.5,1006.2,230,0.9,30.9,71,0
2016-07-29,19,1001.7,1006.43333333,227.333333333,1.1,30.3666666667,73,0
2016-07-29,20,1001.97777778,1006.73333333,224.555555556,1.1777777778,30.3,73.1111111111,0
2016-07-29,21,1002.1,1006.9,222,1.5,29.3,77,0
2016-07-29,22,1002.53333333,1007.33333333,219,1.3333333333,30.1666666667,73.3333333333,0
2016-07-29,23,1002.81111111,1007.61111111,211,1.2555555556,31.2333333333,69.3333333333,0
2016-07-30,0,1003.4,1008.2,213,1,31.9,66,0
2016-07-30,1,1003.36666667,1008.16666667,195,1.1,33.3666666667,61.3333333333,0
2016-07-30,2,1003.21111111,1008.01111111,170.888888889,1.4666666667,34.4222222222,57.6666666667,0
2016-07-30,3,1003.3,1008.1,159,1.3,36.3,52,0
2016-07-30,4,1002.9,1007.7,122.666666667,2.2,36.5333333333,50.3333333333,0
2016-07-30,5,1002.46666667,1007.26666667,101.777777778,2.6666666667,36.5888888889,49.8888888889,0
2016-07-30,6,1002.1,1006.9,50,4,37,47,0
2016-07-30,7,1001.6,1006.4,60,3.6,36.7,49,0
2016-07-30,8,1001.41111111,1006.21111111,64.5555555556,3.3444444444,36.1666666667,52,0
2016-07-30,9,1000.6,1005.4,80,2.8,36.1,53,0
2016-07-30,10,1001.03333333,1005.83333333,73.6666666667,2.8333333333,35.1,58,0
2016-07-30,11,1001.44444444,1006.24444444,69,2.7444444444,34.2888888889,61.6666666667,0
2016-07-30,12,1001.9,1006.7,61,2.9,33.1,68,0
2016-07-30,13,1002.26666667,1007.06666667,59.6666666667,2.5666666667,32.6666666667,69,0
2016-07-30,14,1002.47777778,1007.27777778,70.4444444444,2.4,32.2555555556,69.3333333333,0
2016-07-30,15,1003,1007.8,57,1.9,31.8,71,0
2016-07-30,16,1002.9,1007.7,92,2.0666666667,31.4333333333,70,0
2016-07-30,17,1002.81111111,1007.61111111,111.222222222,2.1222222222,31.0555555556,69.3333333333,0
2016-07-30,18,1002.7,1007.5,162,2.4,30.7,68,0
2016-07-30,19,1002.63333333,1007.43333333,149.666666667,2.2333333333,30.3,68,0
2016-07-30,20,1002.74444444,1007.54444444,145.444444444,2.2888888889,30.2222222222,67.4444444444,0
2016-07-30,21,1002.5,1007.3,125,1.9,29.5,68,0
2016-07-30,22,1002.96666667,1007.76666667,137,2.4,30.0666666667,66.3333333333,0
2016-07-30,23,1003.25555556,1008.05555556,138.777777778,2.4666666667,30.8444444444,63.7777777778,0
2016-07-31,0,1003.9,1008.7,161,3.4,31.2,63,0
2016-07-31,1,1003.83333333,1008.63333333,142.333333333,2.6,32.4,58.6666666667,0
2016-07-31,2,1003.6,1008.4,122.555555556,2.3333333333,33.3111111111,55.6666666667,0
2016-07-31,3,1003.7,1008.5,105,1,34.8,50,0
2016-07-31,4,1003.13333333,1007.93333333,83,1.8,35.1333333333,49.6666666667,0
2016-07-31,5,1002.62222222,1007.42222222,73,2.5,35.2,50.6666666667,0
2016-07-31,6,1002,1006.8,39,3.4,35.8,49,0
2016-07-31,7,1001.6,1006.4,53,3.9,35.3333333333,52.6666666667,0
2016-07-31,8,1001.47777778,1006.27777778,60.4444444444,4.1777777778,34.7222222222,55.6666666667,0
2016-07-31,9,1000.8,1005.6,81,4.9,34.4,60,0
2016-07-31,10,1001.23333333,1006.03333333,75.3333333333,4.7333333333,33.5,61.6666666667,0
2016-07-31,11,1001.64444444,1006.44444444,78.4444444444,4.3444444444,32.7555555556,62.7777777778,0
2016-07-31,12,1002.1,1006.9,64,4.4,31.7,65,0
2016-07-31,13,1002.46666667,1007.26666667,84.6666666667,3.5666666667,31.2666666667,65,0
2016-07-31,14,1002.6,1007.4,97.2222222222,3.0111111111,30.8444444444,65.5555555556,0
2016-07-31,15,1003.2,1008,126,1.9,30.4,65,0
2016-07-31,16,1002.86666667,1007.66666667,122.333333333,1.9,30,66.6666666667,0
2016-07-31,17,1002.71111111,1007.51111111,120,1.7888888889,29.6222222222,68,0
2016-07-31,18,1002.2,1007,115,1.9,29.2,70,0
2016-07-31,19,1002.4,1007.2,115.333333333,1.5666666667,28.8666666667,70.6666666667,0
2016-07-31,20,1002.61111111,1007.41111111,114,1.4444444444,29.0333333333,69.8888888889,0
2016-07-31,21,1002.8,1007.6,116,0.9,28.2,72,0
2016-07-31,22,1003.03333333,1007.83333333,111.333333333,1.2,29.3666666667,68.3333333333,0
2016-07-31,23,1003.06666667,1007.86666667,113.666666667,1.3888888889,30.3666666667,65.3333333333,0
2016-08-01,0,1003.5,1008.3,102,1.8,31.7,61,0
2016-08-01,1,1003.13333333,1007.93333333,118.333333333,1.7666666667,32.3666666667,59.3333333333,0
2016-08-01,2,1002.74444444,1007.54444444,119.666666667,1.8333333333,32.8888888889,58.2222222222,0
2016-08-01,3,1002.4,1007.2,151,1.7,33.7,56,0
2016-08-01,4,1001.96666667,1006.76666667,122.333333333,1.9666666667,33.9333333333,56,0
2016-08-01,5,1001.56666667,1006.36666667,104.888888889,2.1,34.1,56.3333333333,0
2016-08-01,6,1001.1,1005.9,65,2.5,34.4,56,0
2016-08-01,7,1000.76666667,1005.56666667,70,2.3666666667,34.4333333333,57,0
2016-08-01,8,1000.63333333,1005.43333333,70.7777777778,2.2666666667,34.0666666667,59.6666666667,0
2016-08-01,9,1000.1,1004.9,80,2.1,34.5,59,0
2016-08-01,10,1000.36666667,1005.16666667,72.3333333333,2.0666666667,33.3333333333,65,0
2016-08-01,11,1000.64444444,1005.44444444,74.7777777778,1.9777777778,32.5444444444,68.8888888889,0
2016-08-01,12,1000.9,1005.7,57,2,31,77,0
2016-08-01,13,1001.2,1006,79.6666666667,1.8,30.9666666667,76.6666666667,0
2016-08-01,14,1001.33333333,1006.13333333,100.555555556,1.7888888889,30.8777777778,75.6666666667,0
2016-08-01,15,1001.8,1006.6,125,1.4,30.9,76,0
2016-08-01,16,1001.6,1006.4,142.333333333,1.7666666667,30.7,73.6666666667,0
2016-08-01,17,1001.43333333,1006.23333333,153.333333333,1.8888888889,30.4444444444,72.5555555556,0
2016-08-01,18,1001.2,1006,177,2.5,30.3,69,0
2016-08-01,19,1001.1,1005.9,175.333333333,2.1333333333,29.9333333333,70.3333333333,0
2016-08-01,20,1001.14444444,1005.94444444,176.777777778,1.9222222222,29.8666666667,70.3333333333,0
2016-08-01,21,1000.9,1005.7,172,1.4,29.2,73,0
2016-08-01,22,1001.23333333,1006.03333333,179.666666667,1.5,29.7333333333,70.3333333333,0
2016-08-01,23,1001.44444444,1006.24444444,182.555555556,1.7111111111,30.5444444444,67.2222222222,0
2016-08-02,0,1001.9,1006.7,195,1.7,30.8,65,0
2016-08-02,1,1001.86666667,1006.66666667,188.333333333,2.1333333333,32.1666666667,61,0
2016-08-02,2,1001.58888889,1006.38888889,188.444444444,2.4,33.3444444444,57.3333333333,0
2016-08-02,3,1001.8,1006.6,175,3,34.9,53,0
2016-08-02,4,1001.03333333,1005.83333333,188.666666667,2.9333333333,35.7,50,0
2016-08-02,5,1000.35555556,1005.15555556,179.444444444,2.7666666667,35.9555555556,49.3333333333,0
2016-08-02,6,999.5,1004.3,216,2.8,37.3,44,0
2016-08-02,7,999,1003.8,161,2.4333333333,36.4666666667,48,0
2016-08-02,8,998.9,1003.7,128.444444444,2.2555555556,35.4777777778,52.2222222222,0
2016-08-02,9,998,1002.8,51,1.7,34.8,56,0
2016-08-02,10,998.7,1003.5,63.3333333333,1.9,33.5,60.6666666667,0
2016-08-02,11,999.5,1004.3,96.2222222222,2.1222222222,31.9222222222,66.4444444444,0.5333333333
2016-08-02,12,1000.1,1004.9,88,2.3,30.9,70,0
2016-08-02,13,1001.1,1005.9,162,2.5666666667,28.7666666667,78,1.6
2016-08-02,14,1001.7,1006.5,201.444444444,2.6,27.3666666667,83.5555555556,2.5333333333
2016-08-02,15,1003.1,1007.9,310,3.1,24.5,94,4.8
2016-08-02,16,1002.9,1007.7,280.333333333,2.6666666667,24.5666666667,94.6666666667,4.4
2016-08-02,17,1002.65555556,1007.45555556,259.888888889,2.4777777778,24.6333333333,95,3.7666666667
2016-08-02,18,1002.5,1007.3,221,1.8,24.7,96,3.6
2016-08-02,19,1002.16666667,1006.96666667,219,2.1,24.7666666667,95.6666666667,2.5
2016-08-02,20,1002.13333333,1006.94444444,219,2.0777777778,24.9555555556,94.7777777778,1.7333333333
2016-08-02,21,1001.5,1006.3,215,2.7,24.9,95,0.3
2016-08-02,22,1002.06666667,1006.9,219,2.0333333333,25.3333333333,93,0.2
2016-08-02,23,1002.52222222,1007.37777778,233.333333333,1.7111111111,26.1333333333,89.5555555556,0.1333333333
2016-08-03,0,1003.2,1008.1,227,0.7,26.2,89,0
2016-08-03,1,1003.43333333,1008.33333333,262,1.0666666667,27.7333333333,82.6666666667,0
2016-08-03,2,1003.42222222,1008.31111111,285.555555556,1.4111111111,29,77.5555555556,0
2016-08-03,3,1003.9,1008.8,332,1.8,30.8,70,0
2016-08-03,4,1003.4,1008.26666667,332.666666667,2.1,31.5333333333,67.3333333333,0
2016-08-03,5,1003,1007.84444444,299.111111111,2.1888888889,31.9333333333,65.6666666667,0
2016-08-03,6,1002.4,1007.2,334,2.7,33,62,0
2016-08-03,7,1002.2,1007,232,2.3666666667,32.7333333333,62.3333333333,0
2016-08-03,8,1002.22222222,1007.03333333,183.444444444,2.3777777778,32.2777777778,63.8888888889,0
2016-08-03,9,1001.8,1006.6,28,1.7,32.2,63,0
2016-08-03,10,1002.26666667,1007.1,86.3333333333,2.4,31.3666666667,67,0
2016-08-03,11,1002.68888889,1007.54444444,132.222222222,2.6444444444,30.4777777778,70.8888888889,0
2016-08-03,12,1003.2,1008.1,203,3.8,29.7,75,0
2016-08-03,13,1003.53333333,1008.43333333,224,3.1333333333,28.7,78.6666666667,0
2016-08-03,14,1003.6,1008.48888889,233.555555556,2.6888888889,27.9555555556,81,0
2016-08-03,15,1004.2,1009.1,266,1.8,26.7,86,0
2016-08-03,16,1003.73333333,1008.6,252.666666667,1.8,26.4666666667,85.6666666667,0
2016-08-03,17,1003.5,1008.34444444,243.444444444,1.6,26.2666666667,85.8888888889,0
2016-08-03,18,1002.8,1007.6,226,1.8,26,85,0
2016-08-03,19,1003.03333333,1007.83333333,225,1.2,25.8666666667,86.3333333333,0
2016-08-03,20,1003.3,1008.1,224.333333333,1.0777777778,26.0888888889,86.1111111111,0
2016-08-03,21,1003.5,1008.3,223,0,25.6,89,0
2016-08-03,22,1003.83333333,1008.63333333,223,0.8333333333,26.5333333333,85.6666666667,0
2016-08-03,23,1004.03333333,1008.83333333,221.222222222,1.3333333333,27.5222222222,82,0
2016-08-04,0,1004.5,1009.3,223,2.5,28.4,79,0
2016-08-04,1,1004.43333333,1009.23333333,217.666666667,2.3333333333,29.5,74.6666666667,0
2016-08-04,2,1004.16666667,1008.96666667,224.666666667,2.2555555556,30.5777777778,70.3333333333,0
2016-08-04,3,1004.3,1009.1,207,2,31.7,66,0
2016-08-04,4,1003.63333333,1008.43333333,238.666666667,2.1,32.7333333333,61.6666666667,0
2016-08-04,5,1003.14444444,1007.95555556,245.888888889,2.1666666667,32.6777777778,62.2222222222,0.0777777778
2016-08-04,6,1002.3,1007.1,302,2.3,34.8,53,0
2016-08-04,7,1002.16666667,1007,260.333333333,2.3,32.5666666667,63.3333333333,0.2333333333
2016-08-04,8,1002.34444444,1007.2,239.777777778,2.1666666667,30.8888888889,71.3333333333,0.4666666667
2016-08-04,9,1001.9,1006.8,177,2.3,28.1,84,0.7
2016-08-04,10,1002.7,1007.6,198.666666667,1.9,27.5333333333,87.3333333333,0.9333333333
2016-08-04,11,1003.24444444,1008.14444444,209.222222222,1.7777777778,27.0555555556,89.6666666667,0.9333333333
2016-08-04,12,1004.3,1009.2,242,1.1,26.4,94,1.4
2016-08-04,13,1004.33333333,1009.23333333,230.333333333,1.5333333333,26.1,94.3333333333,0.9333333333
2016-08-04,14,1004.31111111,1009.2,222.444444444,1.7222222222,25.8666666667,94.5555555556,0.6222222222
2016-08-04,15,1004.4,1009.3,207,2.4,25.5,95,0
2016-08-04,16,1004.26666667,1009.13333333,206.666666667,2.1,25.4,95,0
2016-08-04,17,1004.13333333,1008.98888889,213.888888889,1.7888888889,25.3,94.8888888889,0
2016-08-04,18,1004,1008.8,206,1.5,25.2,95,0
2016-08-04,19,1003.86666667,1008.7,228.333333333,1.1666666667,25.1,94.6666666667,0
2016-08-04,20,1003.87777778,1008.73333333,235.111111111,0.9555555556,25.2777777778,93.6666666667,0
2016-08-04,21,1003.6,1008.5,273,0.5,24.9,94,0
2016-08-04,22,1003.9,1008.8,248.666666667,0.5333333333,25.6333333333,91.6666666667,0
2016-08-04,23,1004,1008.9,241.333333333,0.7,26.6111111111,88.2222222222,0
2016-08-05,0,1004.5,1009.4,200,0.6,27.1,87,0
2016-08-05,1,1004.2,1009.1,226.666666667,1.0333333333,28.5666666667,81.3333333333,0
2016-08-05,2,1003.81111111,1008.7,223.111111111,1.2888888889,29.7888888889,76.1111111111,0
2016-08-05,3,1003.6,1008.5,280,1.9,31.5,70,0
2016-08-05,4,1003.03333333,1007.9,216,1.8,32.2333333333,65.6666666667,0
2016-08-05,5,1002.51111111,1007.35555556,180.222222222,1.5555555556,32.5888888889,63.5555555556,0
2016-08-05,6,1001.9,1006.7,88,1.6,33.7,57,0
2016-08-05,7,1001.46666667,1006.26666667,108.666666667,1.0666666667,33.3,59.3333333333,0
2016-08-05,8,1001.33333333,1006.13333333,139.666666667,1.0333333333,32.7,62.2222222222,0
2016-08-05,9,1000.6,1005.4,150,0,32.5,64,0
2016-08-05,10,1001.06666667,1005.86666667,201.666666667,0.9666666667,31.5,68,0
2016-08-05,11,1001.44444444,1006.24444444,235.888888889,1.5,30.7777777778,71,0
2016-08-05,12,1002,1006.8,305,2.9,29.5,76,0
2016-08-05,13,1002.2,1007,304.333333333,2.5666666667,29.3333333333,77,0
2016-08-05,14,1002.21111111,1007.01111111,303,2.4,29.1777777778,78.1111111111,0
2016-08-05,15,1002.6,1007.4,303,1.9,29,79,0
2016-08-05,16,1002.23333333,1007.03333333,300.333333333,2.0666666667,28.8666666667,80.3333333333,0
2016-08-05,17,1001.94444444,1006.74444444,298.555555556,2.1222222222,28.6333333333,81.8888888889,0
2016-08-05,18,1001.5,1006.3,295,2.4,28.6,83,0
2016-08-05,19,1001.36666667,1006.16666667,295,2.2333333333,28.1666666667,85,0
2016-08-05,20,1001.31111111,1006.11111111,290.111111111,2.0111111111,28.0666666667,85.5555555556,0
2016-08-05,21,1001.1,1005.9,295,1.9,27.3,89,0
2016-08-05,22,1001.2,1006,280.333333333,1.5666666667,27.8666666667,86.6666666667,0
2016-08-05,23,1001.2,1006,274.888888889,1.4333333333,28.6111111111,83.2222222222,0
2016-08-06,0,1001.4,1006.2,251,0.9,29,82,0
2016-08-06,1,1001.2,1006,264,1.1666666667,30.1,76.3333333333,0
2016-08-06,2,1000.86666667,1005.66666667,261.555555556,1.1555555556,30.3666666667,75.1111111111,0.2222222222
2016-08-06,3,1000.8,1005.6,290,1.7,32.3,65,0
2016-08-06,4,1000.2,1005,256.666666667,1.1333333333,30.9,72.6666666667,0.6666666667
2016-08-06,5,999.744444444,1004.54444444,224,0.9444444444,30.2111111111,76.5555555556,0.8888888889
2016-08-06,6,999,1003.8,190,0,28.1,88,2
2016-08-06,7,998.833333333,1003.63333333,158.666666667,0.5666666667,28.8333333333,84.3333333333,1.3333333333
2016-08-06,8,998.8,1003.6,136.222222222,0.9333333333,29.2555555556,82.3333333333,0.8888888889
2016-08-06,9,998.5,1003.3,96,1.7,30.3,77,0
2016-08-06,10,998.733333333,1003.53333333,91.3333333333,1.6666666667,30.1,78.3333333333,0
2016-08-06,11,998.944444444,1003.74444444,90.5555555556,1.6666666667,29.8444444444,79,0
2016-08-06,12,999.2,1004,82,1.6,29.7,81,0
2016-08-06,13,999.366666667,1004.16666667,89,1.6666666667,29.3333333333,80.3333333333,0
2016-08-06,14,999.366666667,1004.16666667,94.5555555556,1.6666666667,28.9888888889,80.1111111111,0
2016-08-06,15,999.7,1004.5,103,1.8,28.6,79,0
2016-08-06,16,999.366666667,1004.16666667,105.666666667,1.6666666667,28.3,79.6666666667,0
2016-08-06,17,999.166666667,1003.96666667,107.333333333,1.5333333333,28.0111111111,80.8888888889,0
2016-08-06,18,998.7,1003.5,111,1.4,27.7,81,0
2016-08-06,19,998.766666667,1003.56666667,110.666666667,1.2666666667,27.4333333333,83.3333333333,0
2016-08-06,20,998.888888889,1003.68888889,117.111111111,1.3888888889,27.5333333333,83.2222222222,0
2016-08-06,21,998.9,1003.7,110,1,26.9,88,0
2016-08-06,22,999.133333333,1003.93333333,130,1.6333333333,27.7333333333,83,0
2016-08-06,23,999.244444444,1004.04444444,136.555555556,1.9,28.7444444444,77.8888888889,0
2016-08-07,0,999.6,1004.4,170,2.9,29.4,73,0
2016-08-07,1,999.466666667,1004.26666667,149.666666667,2.4333333333,30.7666666667,67.6666666667,0
2016-08-07,2,999.211111111,1004.01111111,134.222222222,2.3888888889,31.8333333333,63.6666666667,0
2016-08-07,3,999.2,1004,109,1.5,33.5,57,0
2016-08-07,4,998.7,1003.5,103.333333333,2.3,33.9666666667,55.6666666667,0
2016-08-07,5,998.3,1003.1,98,3.1222222222,34.0333333333,55.7777777778,0
2016-08-07,6,997.7,1002.5,92,3.9,34.9,53,0
2016-08-07,7,997.5,1002.3,87.3333333333,4.7666666667,34.1666666667,56,0
2016-08-07,8,997.566666667,1002.36666667,83.5555555556,4.9888888889,33.4333333333,58.7777777778,0
2016-08-07,9,997.1,1001.9,78,6.5,32.7,62,0
2016-08-07,10,997.7,1002.5,76,5.4333333333,31.9666666667,64.3333333333,0
2016-08-07,11,998.222222222,1003.02222222,77.2222222222,4.8,31.3666666667,65.5555555556,0
2016-08-07,12,998.9,1003.7,72,3.3,30.5,69,0
2016-08-07,13,999.266666667,1004.06666667,79.6666666667,3.5333333333,30.1666666667,68,0
2016-08-07,14,999.444444444,1004.24444444,83.6666666667,3.4222222222,29.7555555556,68.2222222222,0
2016-08-07,15,1000,1004.8,95,4,29.5,66,0
2016-08-07,16,999.8,1004.6,91.6666666667,3.2,28.9333333333,68.6666666667,0
2016-08-07,17,999.688888889,1004.48888889,89.7777777778,2.7,28.4666666667,71.1111111111,0
2016-08-07,18,999.4,1004.2,85,1.6,27.8,74,0
2016-08-07,19,999.466666667,1004.26666667,86,1.7,27.5333333333,76,0
2016-08-07,20,999.544444444,1004.34444444,84.3333333333,1.8222222222,27.7,75.8888888889,0
2016-08-07,21,999.6,1004.4,88,1.9,27,80,0
2016-08-07,22,999.7,1004.5,81,2.0666666667,28.0333333333,75.6666666667,0
2016-08-07,23,999.788888889,1004.58888889,80.7777777778,2.1444444444,29.0111111111,72,0
2016-08-08,0,999.9,1004.7,67,2.4,30.1,67,0
2016-08-08,1,999.966666667,1004.76666667,80.3333333333,2.3,30.9666666667,64.6666666667,0
2016-08-08,2,999.811111111,1004.61111111,86.8888888889,2.4555555556,31.7666666667,62,0
2016-08-08,3,1000.1,1004.9,107,2.1,32.7,60,0
2016-08-08,4,999.5,1004.3,100,2.7666666667,33.3666666667,56.6666666667,0
2016-08-08,5,999.066666667,1003.86666667,92.7777777778,3.3,33.5888888889,55,0
2016-08-08,6,998.3,1003.1,86,4.1,34.7,50,0
2016-08-08,7,998.2,1003,78.3333333333,4.3666666667,34.0333333333,51.6666666667,0
2016-08-08,8,998.322222222,1003.12222222,75.4444444444,4.2111111111,33.2666666667,55,0
2016-08-08,9,998,1002.8,63,4.9,32.7,55,0
2016-08-08,10,998.566666667,1003.36666667,69.6666666667,3.9,31.7333333333,61.6666666667,0
2016-08-08,11,999.033333333,1003.83333333,75.7777777778,3.4777777778,30.9888888889,66.1111111111,0
2016-08-08,12,999.7,1004.5,83,1.9,29.8,75,0
2016-08-08,13,999.966666667,1004.76666667,88,2.6333333333,29.5,75,0
2016-08-08,14,1000.05555556,1004.85555556,92.8888888889,2.8,29.2111111111,75.2222222222,0
2016-08-08,15,1000.5,1005.3,98,4.1,28.9,75,0
2016-08-08,16,1000.23333333,1005.03333333,102.666666667,3.1333333333,28.6333333333,75.6666666667,0
2016-08-08,17,1000.06666667,1004.86666667,125.555555556,2.4777777778,28.1222222222,78.1111111111,0.0777777778
2016-08-08,18,999.7,1004.5,112,1.2,28.1,77,0
2016-08-08,19,999.733333333,1004.53333333,171.333333333,1.1666666667,27.1,83,0.2333333333
2016-08-08,20,999.844444444,1004.65555556,180.666666667,1.1333333333,26.4666666667,87,1.8888888889
2016-08-08,21,999.8,1004.6,290,1.1,25.1,95,0.7
2016-08-08,22,1000.06666667,1004.9,199.333333333,1.0666666667,25.2,95,5.2
2016-08-08,23,1000.16666667,1005.01111111,169.333333333,1.1,25.4888888889,94.7777777778,6.8888888889
2016-08-09,0,1000.6,1005.5,18,1,25.4,95,14.2
2016-08-09,1,1000.36666667,1005.23333333,109.333333333,1.1666666667,26.0666666667,94.3333333333,10.2666666667
2016-08-09,2,1000.04444444,1004.88888889,144.333333333,1.3333333333,26.9888888889,91.3333333333,7.3777777778
2016-08-09,3,999.9,1004.7,292,1.5,27.4,93,2.4
2016-08-09,4,999.4,1004.2,214.333333333,1.6666666667,28.8333333333,85.3333333333,1.6
2016-08-09,5,999.033333333,1003.84444444,162.555555556,1.9111111111,29.4444444444,82.2222222222,1.3666666667
2016-08-09,6,998.4,1003.2,59,2,31.7,70,0
2016-08-09,7,998.3,1003.13333333,59,2.4,30.6666666667,76,0.9
2016-08-09,8,998.411111111,1003.26666667,60.2222222222,2.4555555556,29.9555555556,80.1111111111,1.2
2016-08-09,9,998.1,1003,59,3.2,28.6,88,2.7
2016-08-09,10,998.633333333,1003.53333333,62.6666666667,2.5666666667,28.5333333333,88.3333333333,1.8
2016-08-09,11,999.1,1004,67.6666666667,2.2333333333,28.4666666667,88.5555555556,1.2
2016-08-09,12,999.7,1004.6,70,1.3,28.4,89,0
2016-08-09,13,1000.03333333,1004.93333333,77.6666666667,1.5666666667,28.3333333333,89,0
2016-08-09,14,1000.17777778,1005.06666667,82.7777777778,1.6555555556,28.2555555556,89.2222222222,0
2016-08-09,15,1000.7,1005.6,93,2.1,28.2,89,0
2016-08-09,16,1000.46666667,1005.33333333,93,1.8333333333,28.1,89.6666666667,0
2016-08-09,17,1000.35555556,1005.2,91.5555555556,1.6888888889,28,90.1111111111,0
2016-08-09,18,1000,1004.8,93,1.3,27.9,91,0
2016-08-09,19,1000.13333333,1004.93333333,88.6666666667,1.4,27.8,91,0
2016-08-09,20,1000.34444444,1005.14444444,81.8888888889,1.4888888889,27.8555555556,90.4444444444,0
2016-08-09,21,1000.4,1005.2,80,1.6,27.6,91,0
2016-08-09,22,1000.76666667,1005.56666667,68.3333333333,1.6666666667,27.9666666667,89.3333333333,0
